,Company,Test R2,Test MSE,Sector,Highest Difference,Highest Difference Percentage,Average Difference,Average Difference Percentage,Model,Evaluation
0,ADMG,0.996520066770428,57.29248666661092,Basic Materials,150.0668594709066,36.850995165106696,0.0454130115798725,0.023781828248430812,Simple Linear Regression,Inter-Sector
0,AGII,0.9955866655647512,1462.8269186234706,Basic Materials,405.1717232726444,24.93364450908581,-1.5471381856347421,-0.20570776757662407,Simple Linear Regression,Inter-Sector
0,AKPI,0.9947324808103578,476.1070113073716,Basic Materials,230.21324652299677,25.395118005956185,0.5959342874165073,0.06135835878993458,Simple Linear Regression,Inter-Sector
0,ALDO,0.9860247842445339,659.8988459492557,Basic Materials,470.281517462299,22.890856264501068,0.28748854590687073,0.030501176413129133,Simple Linear Regression,Inter-Sector
0,ALKA,0.9906323330572742,193.87392799864926,Basic Materials,170.10767893735488,31.827778871421998,-0.12566496935938065,-0.06213814523585557,Simple Linear Regression,Inter-Sector
0,ALMI,0.9940427259603551,106.011210705378,Basic Materials,121.06812628193433,27.938072560782413,0.5508739953977527,0.1632047383577449,Simple Linear Regression,Inter-Sector
0,AMMN,0.9915000332556309,37711.15630958462,Basic Materials,526.1225353273267,12.18627516075344,43.52603733416627,0.8019907894174783,Simple Linear Regression,Inter-Sector
0,ANTM,0.9987680425115142,829.6869417851943,Basic Materials,273.35895155424987,18.666911175220267,-2.2854609796821905,-0.2052536004472443,Simple Linear Regression,Inter-Sector
0,APLI,0.9964499359160829,35.37681222201317,Basic Materials,98.05433211741041,28.581482627204004,0.5368547481714411,0.5929704687995376,Simple Linear Regression,Inter-Sector
0,ARCI,0.9883126049639933,133.82117023231865,Basic Materials,52.05208000891673,17.698660932301756,-0.839849395711008,-0.15564821550231228,Simple Linear Regression,Inter-Sector
0,AVIA,0.985448010771334,253.80998781524693,Basic Materials,72.06024390220637,14.412048780441273,-1.256752057264957,-0.22447203852889439,Simple Linear Regression,Inter-Sector
0,AYLS,0.9888071878408746,79.09757161528442,Basic Materials,82.03406314096716,30.285043592059687,-0.23510070079019676,-0.16438439829107712,Simple Linear Regression,Inter-Sector
0,BAJA,0.998811652324786,97.56405900400037,Basic Materials,100.08445406851365,28.32867371614986,0.34967839358989017,-0.010425372589473085,Simple Linear Regression,Inter-Sector
0,BEBS,0.9944345919432175,805.0295116398164,Basic Materials,190.11964326372765,22.738149387611603,0.3737813630701636,5.077983463002157e-05,Simple Linear Regression,Inter-Sector
0,BMSR,0.9954775104172701,101.39437310373275,Basic Materials,170.14216434866455,41.10418156380384,-0.02089519505287912,-0.03473281079121022,Simple Linear Regression,Inter-Sector
0,BRMS,0.9995229777485134,14.405551317134547,Basic Materials,43.640445422068666,24.38564663915899,-0.5915680284147324,-0.529702598681422,Simple Linear Regression,Inter-Sector
0,BRNA,0.9984627804126833,292.85226811358694,Basic Materials,300.1428681325689,22.824552709701056,1.7896092990442745,0.22196428275399602,Simple Linear Regression,Inter-Sector
0,BRPT,0.998311871014447,251.85288704370592,Basic Materials,194.32464210872843,26.677006444315165,-0.6431210044154357,0.01275971100480445,Simple Linear Regression,Inter-Sector
0,BTON,0.9973858654613434,38.156896773877264,Basic Materials,65.02772908582864,28.581482627204004,0.3543026466029968,0.13708342950056607,Simple Linear Regression,Inter-Sector
0,CHEM,0.9234432276731165,39.31170507614841,Basic Materials,42.022521084936955,28.067680343946478,-0.028180662984558198,-0.11477688792850252,Simple Linear Regression,Inter-Sector
0,CITA,0.9982727770729924,1551.2735088343713,Basic Materials,710.3997492576309,24.658493644754643,1.7837784581736142,0.08223726786848885,Simple Linear Regression,Inter-Sector
0,CLPI,0.9992028684213878,155.84787658959652,Basic Materials,180.10134488221638,20.011260542468488,0.0017708435357296872,-0.018390772599362285,Simple Linear Regression,Inter-Sector
0,CMNT,0.9620095018762846,403.5692400388307,Basic Materials,150.09852974659918,17.65865055842343,1.9910829324362944,0.1909862542432501,Simple Linear Regression,Inter-Sector
0,CTBN,0.998504216823254,3839.86183429196,Basic Materials,800.4363460206537,20.623987655304724,-0.2901906727324626,0.006447361879891388,Simple Linear Regression,Inter-Sector
0,DKFT,0.9989530014819462,24.426827365294717,Basic Materials,62.06165147001491,25.010556758564196,-0.19500545585409124,-0.14709700886115193,Simple Linear Regression,Inter-Sector
0,DPNS,0.9891238444016345,103.34113486690353,Basic Materials,170.06615568700232,33.34271711872373,0.5641321086035764,0.11107461066858758,Simple Linear Regression,Inter-Sector
0,EKAD,0.9995123827656061,3.9318584968995665,Basic Materials,20.01900216541557,27.38452519115328,-0.0031190365095552855,0.04653853943044793,Simple Linear Regression,Inter-Sector
0,EPAC,0.9959530001852072,27.94834888840023,Basic Materials,66.04673125124418,25.383638565735527,-0.27928807126963134,-0.10091952261296194,Simple Linear Regression,Inter-Sector
0,ESIP,0.9820289625123219,65.74544100089781,Basic Materials,95.27587789500245,24.77248751982079,-0.3290125343251786,-0.22448042066644835,Simple Linear Regression,Inter-Sector
0,ESSA,0.9957843854862031,280.2613495793708,Basic Materials,240.1372378613346,25.231764555736575,-0.41747025320836917,-0.04751193853971315,Simple Linear Regression,Inter-Sector
0,ETWA,0.9960423250287695,51.80937241287253,Basic Materials,95.04504216987391,34.453671833411676,0.12029513393096547,0.0018661373813903574,Simple Linear Regression,Inter-Sector
0,FASW,0.9994962308073767,3287.545344776306,Basic Materials,1125.8938055584358,15.062124489076064,1.3644217556280849,0.09859104655337704,Simple Linear Regression,Inter-Sector
0,FPNI,0.9927492311238298,73.85702546529889,Basic Materials,119.068407795496,31.044190122817657,0.09298740033504493,0.013252740593458864,Simple Linear Regression,Inter-Sector
0,FWCT,0.9631876700678401,28.093915814516038,Basic Materials,33.01449794842817,24.275366138550126,-0.10498399097259101,-0.22525175104716336,Simple Linear Regression,Inter-Sector
0,GDST,0.9846528406941975,18.830263121610752,Basic Materials,46.016890813702716,27.721018562471517,0.08128702370270977,0.03511824605325952,Simple Linear Regression,Inter-Sector
0,GGRP,0.9816416591109511,341.29140927374965,Basic Materials,98.04532368343564,23.344124686532293,-1.0395137974709314,-0.2762921795484112,Simple Linear Regression,Inter-Sector
0,HKMU,0.9983438759716933,24.092810519457387,Basic Materials,79.0266030315818,29.487538444620075,-0.26107524755338907,-0.30092398187093244,Simple Linear Regression,Inter-Sector
0,IFII,0.8684562544194863,56.2873999350192,Basic Materials,56.022521084936955,25.936352354137476,0.27683215637792585,0.25580146234997875,Simple Linear Regression,Inter-Sector
0,IFSH,0.9873010334798605,2190.0550550982703,Basic Materials,450.2392865274553,24.10159381018316,1.7195287669050412,0.15872972478212802,Simple Linear Regression,Inter-Sector
0,IGAR,0.9979044374566723,53.600135889896805,Basic Materials,112.06446660563205,22.324984411074766,-0.020533339613762858,0.0032325241647536357,Simple Linear Regression,Inter-Sector
0,INAI,0.9981388196351033,34.364436581989395,Basic Materials,72.0585548208361,34.136256200643686,0.11215536998831507,0.14219670648542854,Simple Linear Regression,Inter-Sector
0,INCF,0.999933619037459,111.90720304000209,Basic Materials,140.08093514899224,34.08749122912906,0.07821916335726198,-0.1106126198913772,Simple Linear Regression,Inter-Sector
