,Company,Test R2,Test MSE
0,DUCK,0.9980135301657495,625.8456069944174
0,EAST,0.9752993771776568,26.836746687333626
0,ECII,0.9973244884685879,1232.8654202755856
0,ENAK,0.9848126390801655,1676.0906900322316
0,ERAA,0.99616859151639,103.68963799015482
0,ERAL,0.9395816762063606,66.88465222370816
0,ERTX,0.9925962088920729,51.23877367773232
0,ESTA,0.9857172218687232,83.52959766183179
0,ESTI,0.9983722916179462,9.258040739736892
0,FAST,0.998946797740292,209.50361710293095
0,FILM,0.9966092247930605,6130.993647072032
0,FITT,0.9968731380802944,139.46245724949995
0,FORU,0.9939511191055322,300.0072618603556
0,FUTR,0.9812071008483061,10.72750217739858
0,GDYR,0.9968638357078199,1039.1453896980527
0,GEMA,0.9978150066638259,35.063021575556434
0,GJTL,0.9986865756632458,712.8693891662504
0,GLOB,0.9963773854577515,630.5483977439302
0,GRPH,0.46443106859655614,54.31980607728583
0,GWSA,0.9862480775304522,23.23794007184785
0,HAJJ,0.9783117800264314,115.74109004618461
0,HDTX,0.9980961184716122,71.45558490175337
0,HOME,0.9956943631285747,44.60108415637082
0,HOTL,0.9923724073684206,18.507301721230302
0,HRME,0.9974711526982961,260.075172836032
0,HRTA,0.9837788653763759,77.90606200441316
0,IDEA,0.9788149705423944,28.334037482528732
0,IIKP,0.9943378703591409,50.40603603617852
0,IMAS,0.9991240476828934,2878.451035715279
0,INDR,0.9970248485128974,11067.828375820076
0,INDS,0.9991224444780956,1110.4006346951094
0,INOV,0.9848023406502208,105.93883828756303
0,IPTV,0.9972320953878998,59.439390283455
0,ISAP,0.9322958401840592,50.54368167451693
0,JGLE,0.9939334905859455,34.26484899959152
0,JIHD,0.9963364472478693,484.21183833747295
0,JSPT,0.9985988204432755,368.7473185790935
0,KDTN,0.8580308947066635,41.21528647744337
0,KICI,0.9881920577965413,54.950004063659875
0,KLIN,0.9823220007559859,3.014738480435863
0,KOTA,0.9961714655095901,249.2498244588708
0,KPIG,0.981538580237111,49.73778390183772
0,LFLO,0.9724970674488082,15.804957358287252
0,LIVE,0.37914840254202453,50.4410246832694
0,LMAX,0.9816564841077327,119.37130743429235
0,LMPI,0.9869646321493262,66.15589841827556
0,LPIN,0.9948722187449454,130.51317059860645
0,LPPF,0.638375899779394,26358578.587289248
0,LUCY,0.9933090868651308,19.043075615182943
0,MABA,0.9951106107330654,466.75083544283234
0,MAMI,0.9888502785661679,7.4241485674009455
0,MAPA,0.9958727939821516,203.90905389978587
0,MAPB,0.9772964324780027,2028.9953737629962
0,MAPI,0.9983218280855636,340.9316477124597
0,MARI,0.9957619507316391,52.49694500474945
0,MASA,0.9973024508749484,4281.590014075632
0,MDIA,0.9972139540931542,32.81998038631296
0,MEJA,0.9438943631682366,35.87220697044952
0,MGLV,0.9857237784100064,51.47310252526231
0,MGNA,0.9658638064420411,12.57106141266164
0,MICE,0.9970585999860071,95.75642913536633
0,MINA,0.9947457652685748,1113.410338322811
0,MKNT,0.9917255048677195,51.210545614157276
0,MNCN,0.9978686705321022,1426.5625427230634
0,MPMX,0.9934867633745192,409.7481196802235
0,MSIN,0.9983752901487257,6663.939058853122
0,MSKY,0.997387698720056,1136.9133799744154
0,MYTX,0.9944870806341863,20.516906352277392
0,NATO,0.9934279055079499,311.0209125531384
0,NETV,0.9756410456826312,372.8347247187769
0,NIPS,0.9979199842739492,56.358061973694376
0,NUSA,0.971533155943571,79.7897955449412
0,OLIV,0.9484328677375135,40.390142796000525
0,PANR,0.9969068190199558,92.92553010004579
0,PBRX,0.9982549135747509,33.56760762297924
0,PDES,0.9941842237489003,958.5137751579316
0,PGLI,0.9951310771741526,59.30057034737317
0,PJAA,0.9964459160194706,913.3055284975454
0,PLAN,0.9948964846584997,11.103701182272427
0,PMJS,0.9392695125785476,22.637319023516334
0,PNSE,0.995371087886722,440.3807919869619
0,POLU,0.9893667613374173,4129.104187688114
0,POLY,0.9966624511695256,540.3851680100697
0,PRAS,0.9912849308967464,34.084590723087516
0,PSKT,0.9965611438641198,4.037053479405641
0,PTSP,0.9990442885700304,8199.594076486183
0,PZZA,0.9955870352617432,317.5777997682298
